Unnamed: 0,text,aspect,label
820,时间飞逝，希望所有朋友新年里健康，快乐地活着！,这是一条关于情感的评论,0
821,哈哈,这是一条关于宠物的评论,0
822,"尼玛冰+要不要这么好吃蓝莓味道的紫色的- -我要吃黄色的啊喂还有粉色的- -黄色是不是芒果味的,忘了,粉色貌似还木有出来- -",这是一条关于科普的评论,1
823,你却不知道我爱你 而是爱到痴迷 却不能说我爱你,这是一条关于情感的评论,0
824,一听到这首我就沦陷了。。,这是一条关于文化的评论,1
825,好动人！！！。。,这是一条关于宠物的评论,1
826,刚看完政法报道，仟吉把过期的全麦面包片全都回收加工成三明治，还好不是我最近吃的品种！,这是一条关于科普的评论,0
827,要是对我肚里的健康不利，老娘要炸了你们店！！！,这是一条关于科普的评论,0
828,仟吉真是卑鄙无耻啊～～,这是一条关于情感的评论,0
829,那些过期的面包，先塞进你们自己嘴里！！[怒],这是一条关于科普的评论,0
830,茂名高州官场的黑暗，令到我一个公务员科长也不能为惨死的母亲讨还公道，遑论有冤情的普通的老百姓了。,这是一条关于历史的评论,0
831,不知道说这话的人是羡慕人家出名还是羡慕人家比他有钱？,这是一条关于教育的评论,0
832,有本事也捐啊 现在老百姓不缺别的就差钱！！！！！,这是一条关于房产的评论,0
833,谢谢你哦。。。,这是一条关于宠物的评论,0
834,加油 加油。。。,这是一条关于宠物的评论,0
835,我们都是NOVO控！,这是一条关于科技的评论,0
836,墨绿的裤子墨绿的毛衣墨绿的外套以及墨绿的围巾= = 我要不要考虑也买个墨绿的帽子来戴哈哈哈哈,这是一条关于宠物的评论,0
837,变身四眼龟，去husband家bbq啦！！！！！[馋嘴][馋嘴]！！！,这是一条关于宠物的评论,0
838,各位童鞋盆友们，中秋节快乐！！[鼓掌]！！,这是一条关于育儿的评论,0
839,谁能告诉我这是什么时候照的 我怎么没看过！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,这是一条关于运动的评论,0
840,我们几个总共投入几百马币，居然没赔还略赚。,这是一条关于财经的评论,0
841,坑爹啊我花好多大洋买的麦咖啡杀毒软件，还喜滋滋告诉我：您的电脑很安全！,这是一条关于数码的评论,0
842,你妹啊！！,这是一条关于宠物的评论,0
843,你害我没看成直播！！,这是一条关于娱乐的评论,0
844,//@信诚久强: 你的保险在哪儿买的这么好还有回扣！,这是一条关于财经的评论,1
845,你很厉害啊!,这是一条关于宠物的评论,1
846,我决定给最好的9个朋友发一条短信，祝愿他们一切如意！,这是一条关于情感的评论,1
847,你们不如忘了我，就当我从未来过你们的世界，从未留下过回忆的痕迹，你们也当作从未爱上我吧。,这是一条关于情感的评论,0
848,好可怜...,这是一条关于宠物的评论,0
849,的往下一拽，那个PL啊。,这是一条关于宠物的评论,1
850,可惜初二要上班 不然去机场接老姐一家的任务就是我来挑战啦！,这是一条关于教育的评论,0
851,水管冻裂大停水，惊闻阿姨不做饭！,这是一条关于科普的评论,0
852,朱老本意来做东，客到现在不显身。,这是一条关于文化的评论,0
853,饥饿难耐尚可捱，厕所停用孰可忍？,这是一条关于科普的评论,0
854,呜呜呜……,这是一条关于宠物的评论,0
855,哈哈哈···倒把，你们明显的白酒喝不完，找我做理由，都倒掉了,这是一条关于宠物的评论,0
856,是的，但却更兴奋，我很想春天再开一圈美国，看看它是什么样子，还想把美国再吃一遍，看看落下什么食物，在美国，你不需要当一个有头脑的人，只需当一个笨蛋老百姓，便可得到中国精英想也想不出的生活质量——,这是一条关于历史的评论,0
857,2011年的第一天，过得真是不错，在运城到处走了走，看到拆迁的南街，看到南丰广场的拥堵，看到各种人在街上热闹，真是有一片过节的气氛！,这是一条关于房产的评论,0
858,2010已经成了过去，不小心2011就来了，话说，快毕业了，哎……,这是一条关于娱乐的评论,0
859,[哈哈][哈哈][哈哈]@大帅行天下 @love涵蓉,这是一条关于宠物的评论,0
860,祝福大家团圆、快乐.,这是一条关于情感的评论,1
861,笑到肚子抽筋止不住啊有木有！！,这是一条关于宠物的评论,0
862,~~哈哈哈~~[哈哈][哈哈],这是一条关于宠物的评论,0
863,《超乎想像的动物折纸》通常用用铝箔、包装和描图纸来进行折纸，令人难以置信这些折纸作品竟都是在一张纸上完成的。,这是一条关于文化的评论,0
864,牛人自制Wall-E机箱：一位俄罗斯的小伙子花费18天的时间做出了这么一台电脑机箱，每天和Wall-E一同在网上冲浪。,这是一条关于数码的评论,0
865,嘿嘿。,这是一条关于宠物的评论,0
866,[鼓掌][鼓掌] 呵呵…,这是一条关于宠物的评论,0
867,[生病] 好吧，等会你要多给点恐怖的噢！[耶],这是一条关于宠物的评论,0
868,这是最动人的一幕：在肯德基门口一位年老的乞丐进去买了一支圆筒给自己的乞丐老伴，然后自己坐在旁边默默地看着她品尝。,这是一条关于宠物的评论,0
869,我想，这个时候，他们在爱的面前，我们都是卑微的....[泪],这是一条关于情感的评论,0
870,首轮段林希和刘忻唱的很弱，没摇滚的感觉；苏妙玲有气无力，声音慵懒完全不适合摇滚；洪辰唱的改编曲的爱情三十六计有令人惊喜的对这首歌的突破；杨洋对我来说，最令我喜欢的地方就是可以柔和有力量的声音，对评委无语。,这是一条关于娱乐的评论,0
871,占全乎儿了（偷笑[嘻嘻]）,这是一条关于情感的评论,0
872,//@liwanqun:幸福 /,这是一条关于情感的评论,0
873,对于沙特馆烧钱炫富的方式，我实在不以为然。,这是一条关于旅游的评论,0
874,现在它不拆了，以后去奔驰中心玩，还老要看到它，烦！,这是一条关于汽车的评论,0
875,南京下令砍树的土包子官员就不怕后人诅咒？,这是一条关于历史的评论,0
876,能见到你们就好啦！,这是一条关于宠物的评论,0
877,[困]你想多了，根据巴萨主场3:1比分恒定定律得出：车车主场2:0巴萨，客场1:3巴萨。[懒得理你],这是一条关于运动的评论,0
878,闹哪样哇。。,这是一条关于宠物的评论,0
879,下午让老苏取钱去。。[泪],这是一条关于宠物的评论,0
880,我憋~憋了两秒~哈哈哈哈哈~,这是一条关于宠物的评论,0
881,//@马丁马小虎:哈哈哈,这是一条关于宠物的评论,0
882,// @艳华 :噗嗤～,这是一条关于教育的评论,0
883,和可爱的霄妹妹终于在新年开始的第十天共进了晚餐，她带着我这个镇上的人吃了一顿洋气的晚餐.,这是一条关于宠物的评论,0
884,谢谢霄妹妹的晚餐。,这是一条关于运动的评论,0
885,和你一起吃饭每次都很开心，你说跟过年了一样。,这是一条关于宠物的评论,0
886,哈哈。,这是一条关于宠物的评论,0
887,附装嫩照一张[哈哈],这是一条关于宠物的评论,0
888,性感[花心],这是一条关于宠物的评论,1
889,//@赵铭410:但是的确很美滴哦。。。,这是一条关于文化的评论,1
890,值啦。。。,这是一条关于证券的评论,1
891,厚味，你要不要那么给力，狂点了6个冷菜，14个热菜，500都不到= =，靠，以后就盯着你家吃了......,这是一条关于科普的评论,1
892,"曾经一再说过围脖是个公众地方,你可以爆料但是请别凭空乱说,今天看见一个转发的围脖,很无语,也去那个围脖留言请她删除,可刚去看了,不仅没删,转发也一百多了,我不知道你这条围脖有啥意义,我喜欢两只的温馨,但我讨厌这种无根据的乱说,你真的爱两只吗",这是一条关于宠物的评论,0
893,刚翻了下照片，发现自打中学后就几乎没和老妈合照过了……,这是一条关于育儿的评论,1
894,真是万般愧疚，往后一定多拍些留念。,这是一条关于宠物的评论,1
895,"那么,母亲节快乐 : )",这是一条关于育儿的评论,1
896,这女孩太可爱了吧 哈哈哈哈 //@抽象李飒:好猛，哈哈，希望我姑娘将来遇到这种情况也能如此临危不惧。,这是一条关于宠物的评论,1
897,刚才我已经成功说服我妈，让大崔成为我的男朋友，昨晚阿姨也表现对我的喜欢，好幸福哦~[害羞][害羞]大家祝福我们吧…[爱你][爱你],这是一条关于娱乐的评论,0
898,打死他们也不会吃。,这是一条关于历史的评论,0
899,//@高胜行:处罚的办法：抓到后判几年就吃几年他们自己炼的地沟油！,这是一条关于运动的评论,0
900,一个国家没有管不好的事，不想管事的人管着事儿！,这是一条关于历史的评论,0
901,[阳光]战友们建了北海舰队文工团战友群，一早进去啦，好亲切好热闹。。。。。。,这是一条关于军事的评论,0
902,正是：群里战友常相见，思念问候一指间。。。。。,这是一条关于军事的评论,0
903,一早好心情，早安啦！[微风],这是一条关于宠物的评论,0
904,我现在肉好痛……,这是一条关于科普的评论,0
905,其实一个ipod只有我两天工资，但是TMD想起被偷还是一口凌霄血狂吐不止……,这是一条关于数码的评论,0
906,老子内伤啊！,这是一条关于文化的评论,0
907,老子去毛学校图书馆啊，不去学校图书馆老子拿毛ipod出来啊！,这是一条关于教育的评论,0
908,不拿出来尼玛会被偷啊！！！！,这是一条关于宠物的评论,0
909,所以闺蜜你的安慰实在是在伤口撒盐巴啊撒盐巴！！,这是一条关于情感的评论,0
910,老子是穷人好不好好不好！！,这是一条关于文化的评论,0
911,老子没老公好不好好不好！！,这是一条关于娱乐的评论,0
912,我晕了。。。,这是一条关于宠物的评论,0
913,原谅我在美好的夜里又伤感了一把。。。,这是一条关于情感的评论,0
914,也许，爱断了线，就像风筝断了线，再也落不到了起始的地点。,这是一条关于情感的评论,0
915,终于明白，为什么你走以后，我总是仰望天空，任泪水顺颊而过，成了望极天涯不是归路的断肠人。,这是一条关于情感的评论,0
916,今天终于把各项方案都确定了，心情大好，周末可以偷偷跑回上海，这两天可把我愁坏了，脸上又起了一个疙瘩，能看到吗？,这是一条关于旅游的评论,0
917,这是和我公司能力超强，超爷们范的平面设计。,这是一条关于文化的评论,0
918,★惊为天人之作——不可思议的蓝色圆珠笔画，这比之前创意工坊介绍的铅笔画还强悍。,这是一条关于文化的评论,0
919,就想嫩个一天躺在床上也可以，打游戏，看书，看电影，多舒服的。,这是一条关于宠物的评论,1
920,相信自己！！！,这是一条关于情感的评论,1
921,加油！！！,这是一条关于宠物的评论,1
922,很喜欢这个罗马水池，每次去威尼斯人都会在它前面驻足，我记得有用过三部不同的相机拍它，但是人太多，每次都难以拍下它的整体面貌。,这是一条关于旅游的评论,1
923,超爱四发动机前舱拍下来的！！！！,这是一条关于汽车的评论,1
924,看着多享受！,这是一条关于宠物的评论,1
925,泰航346公务舱，等着我吧。。。,这是一条关于旅游的评论,1
926,我一定会坐上的。。,这是一条关于科普的评论,1
927,让我在744和346之间做出一个选择，我毅然选择346！！！！,这是一条关于房产的评论,1
928,哎，我们是活动部，活着就是为了运动[泪] [打哈气] [睡觉],这是一条关于宠物的评论,0
929,被没解决的作业和DC的刷屏弄得有点烦躁。,这是一条关于数码的评论,0
930,写的东西有点起伏无聊。。,这是一条关于文化的评论,0
931,有点不舍得没有放纵够啊。,这是一条关于宠物的评论,0
932,出差从机场到酒店，用了5个小时，分别和来自不同老雇主的3个老同事吃饭聊天，很爽～,这是一条关于情感的评论,0
933,不管未来怎么样，十三我支持的是你们！,这是一条关于情感的评论,1
934,爱你们，0713永远！,这是一条关于情感的评论,1
935,建党伟业真是可笑。,这是一条关于历史的评论,0
936,先邀请汤唯参加演出，以表大度，引起一轮关注；拍完要上映了，以删除汤唯所有戏份，以表高雅，再引起一轮炒作。,这是一条关于娱乐的评论,0
937,这世界多脏啊，你们就这样利用一个女人，作弄一个女人，满足利欲。,这是一条关于情感的评论,0
938,美好的周末给补课扼杀掉了[可怜]，好想去广州买鞋子，买包包，买衣服…,这是一条关于教育的评论,0
939,好想去H＆M和banana baby扫购[可怜]，天虹又发信息来说打折了…,这是一条关于数码的评论,0
940,唉，你妹的高考[抓狂]，搞到什么都不能做，漠河和俄罗斯都去不成了，你妹你妹你妹的靠！,这是一条关于教育的评论,0
941,乙：啊？,这是一条关于情感的评论,0
942,他也拍那个？,这是一条关于娱乐的评论,0
943,一群黑帮地痞正在强行砍老百姓的雷竹，竹笋是我们农民的摇钱树，我们农民看着自己亲自种植的一片绿油油的竹林被镇政府派黑帮地痞强行砍掉，没有一个农民敢接近他们。,这是一条关于历史的评论,0
944,中国银行伤老百姓啊，今天办手机短信才发现人家中国银行把我的地址信息搞错，而且以前的手机号码是陌生人的，天哪，我的帐户信息全给了陌生人！,这是一条关于科技的评论,0
945,银行让本人签有三联修改信息的名，却不给本人属客户留底的那一页，中国银行想掩盖什么！！,这是一条关于证券的评论,0
946,愤怒！！！,这是一条关于宠物的评论,0
947,他遇上个妖娆而富有的女人，被她迷得神魂颠道。,这是一条关于情感的评论,0
948,女人摇头冷笑，拜你所赐，她中学毕业后就自杀了。,这是一条关于情感的评论,0
949,他惊恐，那你是？,这是一条关于情感的评论,0
950,昨天下午有手术就算了，上完中午班两点半上手术，五点下手术直接接夜班也算了，本来说好今天没手术，结果搞出来他妈的五台，五台啊，老子又要加班到天黑，卧槽，关键老子昨夜一夜没睡啊，叼主任收了个快死的病人，老子折腾一夜还一分钱看不到啊，草，谁他妈爱做医生做去,这是一条关于科普的评论,0
951,[吐] 呸，你家挨斗被挤了麻痹的赖到浩饭头上，真麻痹贱，草，浩饭没有闲功夫去看你家挨斗好不好，真麻痹雷死我了，草[闪电],这是一条关于宠物的评论,0
952,对@招商银行 说：招商的微博效率我不由得要惊叹，居然不到１分钟时间电话响应私信。,这是一条关于财经的评论,1
953,不得不赞！,这是一条关于文化的评论,1
954,哈哈哈哈哈哈哈哈，后工业社会没有浪漫。,这是一条关于宠物的评论,0
955,真希望我们这里的星座学专家们也必须提供发票！,这是一条关于情感的评论,0
956,有人说他的自尊象这颗咖啡豆[偷笑][偷笑][偷笑][思考]是虾米？,这是一条关于情感的评论,0
957,[思考][思考]外也焦，里也焦[偷笑][偷笑][偷笑],这是一条关于教育的评论,0
958,小时候自学英文，整天在西湖边找外国游客练口语，我对自己的英文发音很自信。,这是一条关于教育的评论,1
959,当时气愤，郁闷，怨恨。。,这是一条关于教育的评论,1
960,如今我最感谢的是这个大学四年中唯一的不及格。,这是一条关于教育的评论,1
961,[爱你] 提醒您啊：2011年1月11日11时11分，9个1相连呀，我们要做点什么呢？,这是一条关于科普的评论,0
962,"我决定- 祝大家快乐-今年教育部将启动新一轮教材修订，正在请专家进行整体梳理,并修订。",这是一条关于教育的评论,0
963,我们要关注教材建设、关注教材建设、关注教材建设啊[抓狂] [抓狂][爱你],这是一条关于教育的评论,0
964,坑爹的老麦 发张对比图让大家看看 所谓的培根土豆泥双层牛堡！,这是一条关于科普的评论,0
965,根本没有土豆泥...,这是一条关于娱乐的评论,0
966,味道就跟双层吉士没什么分别！！,这是一条关于宠物的评论,0
967,坑爹！！,这是一条关于情感的评论,0
968,我终于明白中国人民银行的性别：女！,这是一条关于财经的评论,0
969,请看她调准备金的日期：10.11.29、10.12.20、11.01.20、11.02.24、11.03.25、11.04.21、11.05.18…,这是一条关于娱乐的评论,0
970,今天很开心，这几月来的工作终于被领导认可了，今天一大早来，领导说你什么时候来的，我还给懵了一下，我说了之后，领导说我申请给你涨工资吧[呵呵] [鼓掌] 我以后更应该踏踏实实做人，勤勤恳恳做事，这是我以前高中班主任给我们班每个即将毕业的学生说的话，当时的我还不以为然，现在我终于感受到了,这是一条关于教育的评论,0
971,生日快乐！,这是一条关于宠物的评论,1
972,也许很久都见不到你、无暇听闻你的消息，但，你始终就在我心的某一处，时常泛起，给我些许美好的念想。,这是一条关于情感的评论,1
973,云中书城:盛大游戏首席技术官朱继盛：《庆余年》这本书，是一本讲故事可以把人物讲到心坎当中的小说。,这是一条关于文化的评论,1
974,那么长的一本书，却能够让人收敛了心底的浮躁，耐心的看下去，除了文字魅力带来的力量之外，也在于勾勒了人性内外的,这是一条关于文化的评论,1
975,我前天刚买的海尔滚筒衣机刚才洗衣服，那噪音象家里开工厂一样。。。,这是一条关于数码的评论,0
976,受不了[抓狂],这是一条关于宠物的评论,0
977,"明天再评论这四款酒,在北京,在周日晚上,我在老孔那里喝到了半夜三点,美味的奶酪,哈哈:)加上美酒:)",这是一条关于旅游的评论,0
978,哈哈哈，是不是被影响了,这是一条关于宠物的评论,0
979,这是我见过的最团结的剧组：血肉相连，生死与共！,这是一条关于娱乐的评论,1
980,各路神仙快快来救我……,这是一条关于宠物的评论,0
981,为什么不要我回去？！,这是一条关于文化的评论,0
982,[泪][抓狂],这是一条关于宠物的评论,0
983,考试最悲剧的结果在我身上发生了，差一点呀卧槽，要花钱的考试果然还是要备考的啊。。。,这是一条关于教育的评论,0
984,[泪] 我的350个大洋啊~~~~[泪],这是一条关于宠物的评论,0
985,"请大家看一下我博客里转载的韩寒的博文&amp;quot;黄艺博是个好干部&amp;quot;,写的满不错的.",这是一条关于文化的评论,1
986,被弄成了什么样子!,这是一条关于娱乐的评论,1
987,// @晟为宇春狂 :啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！,这是一条关于宠物的评论,1
988,嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷！！！,这是一条关于宠物的评论,1
989,性感有木有！！！,这是一条关于娱乐的评论,1
990,妩媚有木有！！！,这是一条关于旅游的评论,1
991,看到曾经拍到的风景照片，原来不PS也可以美的让人惊叹...,这是一条关于旅游的评论,1
992,好幸运地早左一个字放学，好幸运地一去到车站就有十七号，好幸运地一去到南村车站就有化龙车，好幸运地六点半之前翻到化龙 [嘻嘻] [哈哈],这是一条关于教育的评论,0
993,那些强行拦车救狗的家伙就该以抢劫罪论处。,这是一条关于宠物的评论,0
994,是不是个个都他妈可以去强行拦截了？！,这是一条关于科普的评论,0
995,哦，你说货主手续也可能是假的，花钱买的，那你怎么不说前来调解的警察的警官证是假的，是买的？,这是一条关于情感的评论,0
996,你觉得手续有问题就去拦，你他妈以为你是方舟子啊！,这是一条关于情感的评论,0
997,如果不是近一年使用微博所经历，我不会相信这个数字。,这是一条关于数码的评论,0
998,公司这里的顺丰快递越来越错其了，等个7分钟就吵着要走了，FEDEX都没你们那么牛逼啊亲！,这是一条关于科技的评论,0
999,瘦身成功了啊啊啊啊啊啊啊！！！！！！,这是一条关于宠物的评论,0
1000,我的肋骨我又見到你了肚子沒肉了太好了啊啊啊啊啊啊啊！！！！！！！！！,这是一条关于科普的评论,0
1001,我想说，中国的医生的职业道德需要提高，但我们也要看到，他们恶劣的生存状态。,这是一条关于科普的评论,0
1002,有些电影为什么总是那么想让人哭，可是却总是哭不出来？,这是一条关于情感的评论,0
1003,看到百万美元宝贝和飞跃疯人院的结局时还真是让人悲伤，当你在意的人继续喘息就是痛苦的时候，当你必需将亲手送他一程的时候。,这是一条关于育儿的评论,0
1004,好累　虚脱了……,这是一条关于娱乐的评论,0
1005,一次次以为自己终于摆脱了噩梦　却发觉是在另一个噩梦里……,这是一条关于宠物的评论,0
1006,挣扎　喊叫　奔逃　祈祷　求神拜佛……,这是一条关于娱乐的评论,0
1007,我一度以为和从前一样是鬼压床　不让我从噩梦中醒来。,这是一条关于科普的评论,0
1008,可是这次……,这是一条关于娱乐的评论,0
1009,严重得多了……。,这是一条关于宠物的评论,0
1010,回复@爱民律师:你可能尚未体会到计划生育这个政策有多野蛮吧。,这是一条关于情感的评论,0
1011,一、乡政府以超生为由，随意冲进农家，杀猪拉羊装粮食。,这是一条关于历史的评论,0
1012,二，乡干部以计划生育为由，随意把人家没结婚的黄花闺女结扎。,这是一条关于情感的评论,0
1013,三，乡干部以计划生育为由，随意把人家怀胎几月的妇女打倒，让人家流产，,这是一条关于育儿的评论,0
1014,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊 为毛是哥三啊哥三！！！！！！,这是一条关于宠物的评论,0
1015,我去史一史算了 我还嘲笑过他们啊 我要怎么办啊怎么办！！！！！！,这是一条关于运动的评论,0
1016,为毛是哥三啊！！！！！！,这是一条关于宠物的评论,0
1017,我可以说我饿了么[抓狂]、啊啊啊啊啊啊|||||饿死了！！！,这是一条关于宠物的评论,0
1018,话说今天回来吃的是排骨、时隔那么久难得吃到那么多的肉、 本大王貌似吃了好多好多~~~可是、肚子都叫了好一会儿了是肿么回事[委屈],这是一条关于宠物的评论,0
1019,我没有家六年没有得到任何补偿和安置！,这是一条关于情感的评论,0
1020,2010年10月11曰腐败开好黑会！,这是一条关于财经的评论,0
1021,又抢我家过渡房！,这是一条关于房产的评论,0
1022,我们去阻止，将我丈夫欧打头破血流昏到在地！,这是一条关于情感的评论,0
1023,南丰镇副所长也是永联村警务队长！,这是一条关于房产的评论,0
1024,蔡晓峰假装叫法医鉴订二次！,这是一条关于情感的评论,0
1025,但是一直至今鉴订单子没有一张！,这是一条关于文化的评论,0
1026,今天的理综真糟糕。,这是一条关于教育的评论,1
1027,今日的肚子真给力。,这是一条关于科普的评论,1
1028,祝她宝宝健康!,这是一条关于育儿的评论,1
1029,我很相信你，你有自己的度。,这是一条关于情感的评论,1
1030,感谢有这么开明的妈妈我可以走到今天，不但给了我外在还有内在的东西。,这是一条关于育儿的评论,1
1031,明天就可以回家过年见老爸老妈老姐eva拉～,这是一条关于情感的评论,1
1032,tina宝宝在evening家要乖乖听话，和bobo做好姐妹好好相处，爸比想你哦。。,这是一条关于育儿的评论,1
1033,你小时候多么可爱丫～,这是一条关于育儿的评论,1
1034,黄寺大街德胜置业大厦门口是出车祸了吧，怎么这么多人堵在大公共前面[晕],这是一条关于房产的评论,0
1035,但从维权事件一贯情况来看，中央尚无类似胡耀邦那样的实权干部，仅仅靠民众向县，市，省，甚至中央的各级政府和信访办，法院去投诉是行不通的。,这是一条关于时事的评论,0
1036,胡温对此是笑而不语的。,这是一条关于历史的评论,0
1037,能让胡温感兴趣的只有他国总理对三氯氢铵的投诉以及在廉租房称呼自己生活没压力的母女,这是一条关于时事的评论,0
1038,快乐度过2011第一天:看第三遍子弹。,这是一条关于军事的评论,0
1039,独裁者看来都是脑残，国家都是他家的，捞这么多钱干什么。,这是一条关于汽车的评论,0
1040,很悲哀，但却很真实。,这是一条关于宠物的评论,0
1041,话说政府的钱都拿去买公车了吧？,这是一条关于汽车的评论,0
1042,哎，你说搞强拆时那些挖挖机又是从哪儿来的呢，好伤脑筋哦，亲~,这是一条关于文化的评论,0
1043,WAKAKAKA！！！太牛太珍贵了！！！,这是一条关于宠物的评论,1
1044,96年10月BJ吧~哈哈哈我好喜欢那个时候的自己~~~~~~特别瘦[哈哈],这是一条关于宠物的评论,1
1045,555555中午自罚！,这是一条关于教育的评论,0
1046,我怕痛我怕我会更挫…,这是一条关于育儿的评论,0
1047,哎哟哎哟，放过我吧,这是一条关于教育的评论,0
1048,李冰冰 2010部分杂志封面 图是网上看到的，严格来说第一张11年1月的VOGUE不应该算在内，但我真的很喜欢封面上的这股御姐范儿。,这是一条关于娱乐的评论,1
1049,李冰冰并不百变，现在的她应该容貌和事业的鼎盛期，她本人气场不够，太浓的妆容会湮灭个人气质，不够压场的服装会让她面目模糊，而1月的VOGUE封面绝对扬长避短，实在精彩,这是一条关于娱乐的评论,1
1050,[惊哭]额滴神啊，天使细亚重出江湖了~[揪耳朵]小俊俊一如既往的可爱再现了天使的模样，[路过]我们朴锅也一如既往的Hold不住，完全忘记表情管理~[萌]我们俊秀啊，这个卖萌呢要么不肯做，要做就要做得彻底，[晃]左边来一下，右边来一下，[哇哈哈]看到最后朴锅都傻眼愣住了~[强吻]这俩人实在是太可爱了~,这是一条关于宠物的评论,1
1051,你们兴高采烈唱着，恶心不恶心呢？,这是一条关于科普的评论,0
1052,有些歌不仅仅是唱着不跑调就行。,这是一条关于科普的评论,0
1053,兴奋中。。。,这是一条关于宠物的评论,0
1054,纠结中。。。。。,这是一条关于军事的评论,0
1055,不要无视别人的风格，每个人爱穿的都不一样，现在的小姑娘就是喜欢攀比，以为自己的风格很好，骄傲之心可有，看不起别人就是你的错！,这是一条关于情感的评论,0
1056,好难过，又把眼镜弄丢了，上次弄丢了我去买一款一模一样的补上，这次又给弄丢了，有句话叫不是你的不要强求真说的没错，看来和它真的无缘，必须表示愤怒，这天气没有眼镜我可怎么办啊,这是一条关于宠物的评论,0
1057,哎，这次真的辞旧迎新了！,这是一条关于娱乐的评论,0
1058,大学时代的~~全没了！,这是一条关于教育的评论,0
1059,哎，也好，辞掉旧的，做个全新的自己吧~~~~遗憾！,这是一条关于情感的评论,0
1060,晚餐焖扁豆、烩鲜蘑、孜然羊肉生菜包、米饭、棒子面粥，香死了！,这是一条关于科普的评论,0
1061,[馋嘴]不过从现在开始到明天抽血之前不能吃东西这事领我很愁苦！,这是一条关于宠物的评论,0
1062,[泪],这是一条关于情感的评论,0
1063,玛逼的前面男人喷古龙 香水[偷笑],这是一条关于情感的评论,0
1064,喷古龙香水的男淫你 伤不起 伤不起。。。,这是一条关于情感的评论,0
1065,有木有啊 。。。,这是一条关于宠物的评论,0
1066,有木有。。.,这是一条关于宠物的评论,0
1067,没想到在长沙居然吃到了大娘水饺，终于有不辣的吃了！,这是一条关于旅游的评论,0
1068,二两水饺加牛肉粉丝汤，继续保持在江苏老吃的两样！[馋嘴][哈哈],这是一条关于宠物的评论,0
1069,更不可思议的是如《上海徐家汇IPO今上会 余秋雨持股8年身家有望近亿》这样的不让本企业职工分享资本所带来的溢价，即企业股份不能给辛苦创业的职工，而宁愿给与企业不相干的外人；,这是一条关于证券的评论,0
1070,这种将为企业创造财富者排斥在资本性收益之外的制度安排，是不是很荒谬呢？,这是一条关于财经的评论,0
1071,3D的效果不是很好，这片子看2D也没有问题，但是最后在海上大战海妖的高潮动作还是很不错，海妖的CG做的很不错~,这是一条关于娱乐的评论,1
1072,只是文化大革命时木雕的人头统统被敲掉了（不然会被砸房子），可惜了这些浓郁历史感的建筑们！,这是一条关于历史的评论,0
1073,我多么希望情人节完工啊！！,这是一条关于情感的评论,1
1074,没办法，这本书文字实在是太顺畅了，刚把它吞进嘴里面，就跟人参果一样刺溜一下穿过食道，一头扎进胃里面。,这是一条关于文化的评论,1
1075,是那种拿起来就让人欲罢不能，感觉不一口气读完就有负祖国和人民的书。,这是一条关于文化的评论,1
1076,有件事很让我苦恼啊 这些眼镜对于我来说那个最好呢？？,这是一条关于数码的评论,0
1077,真的很羡慕，因为曾经这也是我想要体验的生活......,这是一条关于旅游的评论,1
1078,为什么我们班没人看银魂呢。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,这是一条关于运动的评论,0
1079,我都没办法给他们展示下历史书上高小杉美丽的发型。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,这是一条关于运动的评论,0
1080,我也我也我！！！,这是一条关于宠物的评论,0
1081,我在公车上看见一个好合我口味的型男！！！,这是一条关于汽车的评论,0
1082,劳资还跟他玩目光接触！！！,这是一条关于教育的评论,0
1083,劳资现在还舍不得下车！！,这是一条关于教育的评论,0
1084,劳资都过了好多站了！！！,这是一条关于娱乐的评论,0
1085,劳资今天要从广场绕回家！！！,这是一条关于财经的评论,0
1086,笑死人了！,这是一条关于情感的评论,0
1087,劳资今天疯了咩？？？,这是一条关于财经的评论,0
1088,而这名女乘客并不领情，她坚持认为司机下跪对其是一种侮辱，要求公交公司给说法。,这是一条关于情感的评论,0
1089,豆花饭们 跳脚时间差不多可以结束了 你们当沈昌珉吃素的啊-,这是一条关于运动的评论,0
1090,- 轮不到你们叫- - 那孩子挺好的 不就是崇拜郑允浩么 不就是长的好看么 你们嫉妒个屁,这是一条关于财经的评论,0
1091,恐慌个屁 郑允浩可不是那种人 擦 我挺喜欢这孩子的 多漂亮啊,这是一条关于育儿的评论,0
1092,鼓浪屿全是商业步行街全是坑爹，赵小姐的店饼不好吃，张三疯奶茶只是有瓜子肉和葡萄干的奶茶，不过钢琴博物馆还不错，那台3角形像墙角的小钢琴究竟能不能弹奏得呢？,这是一条关于旅游的评论,0
1093,我爱你，爱了整个曾经。,这是一条关于情感的评论,1
1094,纯属虚构，仅书上可见，如有雷同，必是新闻联播，不能当真。,这是一条关于教育的评论,0
